Location,Industry,Edition,Category_Name,Hierarchy_Level,Data_Type,Outlet,Outlet_Hierarchy,Unit,Date,Volume,Volume_Litres,Subcategory_Name
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Variety Stores,3,000 litres,2014-12-31,"17,3587493",17359,RTDs/High-Strength Premixes
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Variety Stores,3,000 litres,2015-12-31,"19,05904608",19059,RTDs/High-Strength Premixes
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Variety Stores,3,000 litres,2016-12-31,"19,93909968",19939,RTDs/High-Strength Premixes
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Variety Stores,3,000 litres,2017-12-31,"19,93903422",19939,RTDs/High-Strength Premixes
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Variety Stores,3,000 litres,2018-12-31,"20,4397508",20440,RTDs/High-Strength Premixes
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Variety Stores,3,000 litres,2019-12-31,"20,88645491",20886,RTDs/High-Strength Premixes
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Variety Stores,3,000 litres,2020-12-31,"22,61008778",22610,RTDs/High-Strength Premixes
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Variety Stores,3,000 litres,2021-12-31,"23,27613385",23276,RTDs/High-Strength Premixes
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Variety Stores,3,000 litres,2007-12-31,"16,86874542",16869,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Variety Stores,3,000 litres,2008-12-31,"17,35205434",17352,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Variety Stores,3,000 litres,2009-12-31,"17,65237886",17652,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Variety Stores,3,000 litres,2010-12-31,"18,39979444",18400,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Variety Stores,3,000 litres,2011-12-31,"18,65882915",18659,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Variety Stores,3,000 litres,2012-12-31,"18,53700339",18537,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Variety Stores,3,000 litres,2013-12-31,"18,98465311",18985,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Variety Stores,3,000 litres,2014-12-31,"20,00447706",20004,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Variety Stores,3,000 litres,2015-12-31,"20,61621632",20616,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Variety Stores,3,000 litres,2016-12-31,"20,44395862",20444,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Variety Stores,3,000 litres,2017-12-31,"19,73050204",19731,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Variety Stores,3,000 litres,2018-12-31,"19,31667057",19317,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Variety Stores,3,000 litres,2019-12-31,"18,46350634",18464,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Variety Stores,3,000 litres,2020-12-31,"17,76940609",17769,Spirits
1,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Variety Stores,3,000 litres,2021-12-31,"17,52081956",17521,Spirits
1,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Variety Stores,3,million litres,2007-12-31,"6,713565179",6713565,Wine
1,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Variety Stores,3,million litres,2008-12-31,"6,631048669",6631049,Wine
1,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Variety Stores,3,million litres,2009-12-31,"7,155519229",7155519,Wine
1,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Variety Stores,3,million litres,2010-12-31,"7,247335441",7247335,Wine
1,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Variety Stores,3,million litres,2011-12-31,"7,406975538",7406976,Wine
1,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Variety Stores,3,million litres,2012-12-31,"7,628112258",7628112,Wine
1,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Variety Stores,3,million litres,2013-12-31,"7,746098595",7746099,Wine
1,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Variety Stores,3,million litres,2014-12-31,"8,216203974",8216204,Wine
1,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Variety Stores,3,million litres,2015-12-31,"9,30890634",9308906,Wine
1,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Variety Stores,3,million litres,2016-12-31,"9,677809856",9677810,Wine
1,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Variety Stores,3,million litres,2017-12-31,"8,234647049",8234647,Wine
1,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Variety Stores,3,million litres,2018-12-31,"7,406740329",7406740,Wine
1,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Variety Stores,3,million litres,2019-12-31,"6,77847653",6778477,Wine
1,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Variety Stores,3,million litres,2020-12-31,"6,361183163",6361183,Wine
1,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Variety Stores,3,million litres,2021-12-31,"6,23260614",6232606,Wine
5,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Direct Selling,2,million litres,2007-12-31,"0,000707507",708,Beer
5,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Direct Selling,2,million litres,2008-12-31,"0,000776641",777,Beer
5,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Direct Selling,2,million litres,2009-12-31,"0,000779292",779,Beer
5,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Direct Selling,2,million litres,2010-12-31,"0,00076222",762,Beer
5,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Direct Selling,2,million litres,2011-12-31,"0,000794582",795,Beer
5,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Direct Selling,2,million litres,2012-12-31,"0,000834987",835,Beer
5,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Direct Selling,2,million litres,2013-12-31,"0,000869806",870,Beer
5,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Direct Selling,2,million litres,2014-12-31,"0,000973905",974,Beer
5,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Direct Selling,2,million litres,2015-12-31,"0,001328476",1328,Beer
5,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Direct Selling,2,million litres,2016-12-31,"7,2e-05",72,Beer
5,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Direct Selling,2,000 litres,2007-12-31,"1,67e-07",0,RTDs/High-Strength Premixes
5,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2007-12-31,"0,593238803",593239,Wine
5,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2008-12-31,"0,523667661",523668,Wine
5,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2009-12-31,"0,496260691",496261,Wine
5,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2010-12-31,"0,46025863",460259,Wine
5,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2011-12-31,"0,438124402",438124,Wine
5,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2012-12-31,"0,407757201",407757,Wine
5,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2013-12-31,"0,409130915",409131,Wine
5,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2014-12-31,"0,409184271",409184,Wine
5,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2015-12-31,"0,414271779",414272,Wine
5,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2016-12-31,"0,381496972",381497,Wine
5,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2017-12-31,"0,351785094",351785,Wine
5,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2018-12-31,"0,369967598",369968,Wine
5,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2019-12-31,"0,379598778",379599,Wine
5,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2020-12-31,"0,486547771",486548,Wine
5,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2021-12-31,"0,533525924",533526,Wine
7,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Direct Selling,2,000 litres,2007-12-31,"0,547425448",547,Spirits
7,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Direct Selling,2,000 litres,2008-12-31,"0,545145737",545,Spirits
7,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Direct Selling,2,000 litres,2009-12-31,"0,408551104",409,Spirits
7,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Direct Selling,2,000 litres,2010-12-31,"0,36342256",363,Spirits
7,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Direct Selling,2,000 litres,2011-12-31,"0,375989708",376,Spirits
7,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Direct Selling,2,000 litres,2012-12-31,"0,588077977",588,Spirits
7,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Direct Selling,2,000 litres,2013-12-31,"0,604072517",604,Spirits
7,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Direct Selling,2,000 litres,2014-12-31,"0,612518432",613,Spirits
7,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Direct Selling,2,000 litres,2015-12-31,"0,461325257",461,Spirits
7,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Direct Selling,2,000 litres,2016-12-31,"0,512794854",513,Spirits
7,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Direct Selling,2,000 litres,2017-12-31,"0,514204926",514,Spirits
7,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Direct Selling,2,000 litres,2018-12-31,"0,482321524",482,Spirits
7,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Direct Selling,2,000 litres,2019-12-31,"0,421063333",421,Spirits
7,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Direct Selling,2,000 litres,2020-12-31,"0,391732652",392,Spirits
7,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Direct Selling,2,000 litres,2021-12-31,"0,379147504",379,Spirits
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2007-12-31,"241,387955",241387955,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2008-12-31,"229,9509647",229950965,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2009-12-31,"225,8410784",225841078,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2010-12-31,"218,4695132",218469513,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2011-12-31,"214,3552391",214355239,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2012-12-31,"214,2249495",214224950,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2013-12-31,"211,3464556",211346456,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2014-12-31,"208,7966601",208796660,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2015-12-31,"207,8175918",207817592,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2016-12-31,"203,3238194",203323819,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2017-12-31,"197,5180583",197518058,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2018-12-31,"193,2386683",193238668,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2019-12-31,"196,0176082",196017608,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2020-12-31,"195,1604003",195160400,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Direct Selling,2,million litres,2021-12-31,"194,3152962",194315296,Wine
2,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2007-12-31,"2,257609185",2257609,Wine
2,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2008-12-31,"2,323124283",2323124,Wine
2,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2009-12-31,"1,955275592",1955276,Wine
2,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2010-12-31,"1,940577892",1940578,Wine
2,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2011-12-31,"1,751971234",1751971,Wine
2,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2012-12-31,"1,639091426",1639091,Wine
2,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2013-12-31,"1,48946909",1489469,Wine
2,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2014-12-31,"1,308470716",1308471,Wine
2,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2015-12-31,"1,075597748",1075598,Wine
2,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2016-12-31,"0,879695934",879696,Wine
2,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2017-12-31,"0,674922157",674922,Wine
2,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2018-12-31,"0,453765859",453766,Wine
2,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2019-12-31,"0,226157054",226157,Wine
2,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2020-12-31,"0,229611415",229611,Wine
2,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2021-12-31,"0,233994278",233994,Wine
4,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Homeshopping,2,million litres,2014-12-31,"0,03303459",33035,Beer
4,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Homeshopping,2,million litres,2015-12-31,"0,041340035",41340,Beer
4,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Homeshopping,2,million litres,2016-12-31,"0,048542633",48543,Beer
4,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Homeshopping,2,million litres,2017-12-31,"0,050495789",50496,Beer
4,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Homeshopping,2,million litres,2018-12-31,"0,051395362",51395,Beer
4,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Homeshopping,2,million litres,2019-12-31,"0,05547587",55476,Beer
4,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Homeshopping,2,million litres,2020-12-31,"0,052378635",52379,Beer
4,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Homeshopping,2,million litres,2021-12-31,"0,047593012",47593,Beer
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Homeshopping,2,000 litres,2015-12-31,"5,79e-05",0,RTDs/High-Strength Premixes
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Homeshopping,2,000 litres,2016-12-31,"0,00013096",0,RTDs/High-Strength Premixes
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Homeshopping,2,000 litres,2017-12-31,"0,001375045",1,RTDs/High-Strength Premixes
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Homeshopping,2,000 litres,2018-12-31,"0,001448357",1,RTDs/High-Strength Premixes
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Homeshopping,2,000 litres,2019-12-31,"0,001957715",2,RTDs/High-Strength Premixes
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Homeshopping,2,000 litres,2020-12-31,"0,00204358",2,RTDs/High-Strength Premixes
4,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Homeshopping,2,000 litres,2021-12-31,"0,002120299",2,RTDs/High-Strength Premixes
4,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Homeshopping,2,000 litres,2014-12-31,"0,000268304",0,Spirits
4,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Homeshopping,2,000 litres,2015-12-31,"0,001078039",1,Spirits
4,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Homeshopping,2,000 litres,2016-12-31,"0,001156843",1,Spirits
4,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Homeshopping,2,000 litres,2017-12-31,"0,001251538",1,Spirits
4,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Homeshopping,2,000 litres,2018-12-31,"0,001365949",1,Spirits
4,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Homeshopping,2,000 litres,2019-12-31,"0,001499273",1,Spirits
4,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Homeshopping,2,000 litres,2020-12-31,"0,002274868",2,Spirits
4,Alcoholic Drinks,2022,Spirits,1,Off-trade Volume,Homeshopping,2,000 litres,2021-12-31,"0,002380046",2,Spirits
4,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2007-12-31,"0,052987303",52987,Wine
4,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2008-12-31,"0,086449904",86450,Wine
4,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2009-12-31,"0,119668039",119668,Wine
4,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2010-12-31,"0,137196309",137196,Wine
4,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2011-12-31,"0,151719463",151719,Wine
4,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2012-12-31,"0,168351221",168351,Wine
4,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2013-12-31,"0,195127674",195128,Wine
4,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2014-12-31,"0,190758578",190759,Wine
4,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2015-12-31,"0,19029751",190298,Wine
4,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2016-12-31,"0,162857504",162858,Wine
4,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2017-12-31,"0,167243562",167244,Wine
4,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2018-12-31,"0,165658976",165659,Wine
4,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2019-12-31,"0,152954793",152955,Wine
4,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2020-12-31,"0,14677081",146771,Wine
4,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2021-12-31,"0,143927904",143928,Wine
7,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Homeshopping,2,million litres,2007-12-31,"1,492559946",1492560,Beer
7,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Homeshopping,2,million litres,2008-12-31,"1,432520204",1432520,Beer
7,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Homeshopping,2,million litres,2009-12-31,"1,429754869",1429755,Beer
7,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Homeshopping,2,million litres,2010-12-31,"0,715624924",715625,Beer
7,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Homeshopping,2,million litres,2011-12-31,"0,704994674",704995,Beer
7,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Homeshopping,2,million litres,2016-12-31,"1,024401152",1024401,Beer
7,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Homeshopping,2,million litres,2017-12-31,"1,008783861",1008784,Beer
7,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Homeshopping,2,million litres,2018-12-31,"0,993188207",993188,Beer
7,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Homeshopping,2,million litres,2019-12-31,"1,000967348",1000967,Beer
7,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Homeshopping,2,million litres,2020-12-31,"1,015080714",1015081,Beer
7,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Homeshopping,2,million litres,2021-12-31,"1,031952149",1031952,Beer
7,Alcoholic Drinks,2022,Cider/Perry,1,Off-trade Volume,Homeshopping,2,000 litres,2007-12-31,"0,082037409",82,Cider/Perry
7,Alcoholic Drinks,2022,Cider/Perry,1,Off-trade Volume,Homeshopping,2,000 litres,2008-12-31,"0,072357236",72,Cider/Perry
7,Alcoholic Drinks,2022,Cider/Perry,1,Off-trade Volume,Homeshopping,2,000 litres,2009-12-31,"0,073615335",74,Cider/Perry
7,Alcoholic Drinks,2022,Cider/Perry,1,Off-trade Volume,Homeshopping,2,000 litres,2010-12-31,"0,064799121",65,Cider/Perry
7,Alcoholic Drinks,2022,Cider/Perry,1,Off-trade Volume,Homeshopping,2,000 litres,2011-12-31,"0,062446899",62,Cider/Perry
7,Alcoholic Drinks,2022,Cider/Perry,1,Off-trade Volume,Homeshopping,2,000 litres,2012-12-31,"0,059830273",60,Cider/Perry
7,Alcoholic Drinks,2022,Cider/Perry,1,Off-trade Volume,Homeshopping,2,000 litres,2013-12-31,"0,058263256",58,Cider/Perry
7,Alcoholic Drinks,2022,Cider/Perry,1,Off-trade Volume,Homeshopping,2,000 litres,2014-12-31,"0,055817032",56,Cider/Perry
7,Alcoholic Drinks,2022,Cider/Perry,1,Off-trade Volume,Homeshopping,2,000 litres,2015-12-31,"0,047301925",47,Cider/Perry
7,Alcoholic Drinks,2022,Cider/Perry,1,Off-trade Volume,Homeshopping,2,000 litres,2016-12-31,"0,045741276",46,Cider/Perry
7,Alcoholic Drinks,2022,Cider/Perry,1,Off-trade Volume,Homeshopping,2,000 litres,2017-12-31,"0,039560178",40,Cider/Perry
7,Alcoholic Drinks,2022,Cider/Perry,1,Off-trade Volume,Homeshopping,2,000 litres,2018-12-31,"0,038017215",38,Cider/Perry
7,Alcoholic Drinks,2022,Cider/Perry,1,Off-trade Volume,Homeshopping,2,000 litres,2019-12-31,"0,036718772",37,Cider/Perry
7,Alcoholic Drinks,2022,Cider/Perry,1,Off-trade Volume,Homeshopping,2,000 litres,2020-12-31,"0,044050029",44,Cider/Perry
7,Alcoholic Drinks,2022,Cider/Perry,1,Off-trade Volume,Homeshopping,2,000 litres,2021-12-31,"0,046255203",46,Cider/Perry
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2007-12-31,"219,4065054",219406505,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2008-12-31,"208,507274",208507274,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2009-12-31,"201,3497036",201349704,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2010-12-31,"191,9259451",191925945,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2011-12-31,"192,6284568",192628457,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2012-12-31,"189,4141838",189414184,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2013-12-31,"186,9710442",186971044,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2014-12-31,"183,3445211",183344521,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2015-12-31,"176,4400212",176440021,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2016-12-31,"170,5373855",170537386,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2017-12-31,"165,5560641",165556064,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2018-12-31,"160,4430998",160443100,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2019-12-31,"151,2293913",151229391,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2020-12-31,"142,9583889",142958389,Wine
7,Alcoholic Drinks,2022,Wine,1,Off-trade Volume,Homeshopping,2,million litres,2021-12-31,"133,2906332",133290633,Wine
1,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Vending,2,million litres,2007-12-31,"198,6169663",198616966,Beer
1,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Vending,2,million litres,2008-12-31,"192,6303459",192630346,Beer
1,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Vending,2,million litres,2009-12-31,"102,3750174",102375017,Beer
1,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Vending,2,million litres,2010-12-31,"98,28972429",98289724,Beer
1,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Vending,2,million litres,2011-12-31,"84,0955146",84095515,Beer
1,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Vending,2,million litres,2012-12-31,"79,73753667",79737537,Beer
1,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Vending,2,million litres,2013-12-31,"55,70538632",55705386,Beer
1,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Vending,2,million litres,2014-12-31,"56,56122215",56561222,Beer
1,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Vending,2,million litres,2015-12-31,"54,36071276",54360713,Beer
1,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Vending,2,million litres,2016-12-31,"53,75269332",53752693,Beer
1,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Vending,2,million litres,2017-12-31,"51,04306753",51043068,Beer
1,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Vending,2,million litres,2018-12-31,"48,88382799",48883828,Beer
1,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Vending,2,million litres,2019-12-31,"47,33202977",47332030,Beer
1,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Vending,2,million litres,2020-12-31,"45,6159505",45615950,Beer
1,Alcoholic Drinks,2022,Beer,1,Off-trade Volume,Vending,2,million litres,2021-12-31,"43,95540041",43955400,Beer
1,Alcoholic Drinks,2022,RTDs/High-Strength Premixes,1,Off-trade Volume,Vending,2,000 litres,2007-12-31,"19,24082815",19241,RTDs/High-Strength Premixes
